URL,Languages Available,Enroll Information,Assignments Count,Taught Language
https://www.coursera.org/learn/responsible-ai-applying-ai-principles-with-google-cloud,Not available,"9,733 already enrolled",1 assignment,Taught in English
https://www.coursera.org/learn/sustainable-fashion,22 languages available,"62,072 already enrolled",14 assignments,Taught in English
https://www.coursera.org/professional-certificates/unilever-digital-marketing-analyst,Not available,"9,470 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/infrastructure-investing,22 languages available,"60,818 already enrolled",7 assignments,Taught in English
https://www.coursera.org/professional-certificates/gestao-de-projetos-do-google,11 languages available,"1,807,675 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/information-systems,22 languages available,"45,193 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/excel-mysql,22 languages available,"223,437 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-computers,22 languages available,"26,571 already enrolled",17 assignments,Taught in English
https://www.coursera.org/specializations/embedding-sensors-motors,22 languages available,"30,706 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/digital-marketing-revolution,24 languages available,"108,058 already enrolled",5 quizzes,Taught in English
https://www.coursera.org/learn/dyslexia,22 languages available,"47,499 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/introduction-intellectual-property,22 languages available,"38,054 already enrolled",11 assignments,Taught in English
https://www.coursera.org/specializations/abnormal-psychology,21 languages available,"16,267 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/equine,22 languages available,"24,525 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/teaching-english-capstone-2,24 languages available,"24,506 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,11 languages available,"44,168 already enrolled",27 quizzes,Taught in English
https://www.coursera.org/specializations/uiuc-iot,21 languages available,"8,728 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/mrnas-as-medicines,Not available,"3,686 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/decisions-decisions-dashboards-and-reports,11 languages available,"36,704 already enrolled","20 quizzes, 1 assignment",Taught in English
https://www.coursera.org/specializations/hands-on-cpp,Not available,"35,258 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/foundations-public-health-practice,24 languages available,"17,881 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/scala,22 languages available,"73,617 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/marketing-mix,22 languages available,"62,224 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/excel-vba-creative-problem-solving,22 languages available,"73,248 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,22 languages available,"93,494 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/diagnosticimaging,22 languages available,"29,139 already enrolled",7 assignments,Taught in English
https://www.coursera.org/professional-certificates/adp-compensation-benefits-analyst,Not available,"1,531 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,22 languages available,"84,064 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/data-modeling-transformation-serving,Not available,"2,682 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/extended-reality-for-everybody,22 languages available,"15,364 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/mba-essentials,4 languages available,"9,758 already enrolled",4 assignments,Taught in English
https://www.coursera.org/professional-certificates/azure-data-scientist,21 languages available,"24,304 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/intro-chemistry,22 languages available,"124,003 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency,22 languages available,"56,044 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/financial-engineering-intro,22 languages available,"41,306 already enrolled",17 assignments,Taught in English
https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making,21 languages available,"16,468 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/corporatecommunications,Not available,"1,974 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/site-reliability-engineering-slos,Video subtitles available,"55,024 already enrolled",16 assignments,Taught in English
https://www.coursera.org/learn/natural-language-processing-tensorflow,22 languages available,"146,347 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/pre-mbastatistics,22 languages available,"124,762 already enrolled",14 assignments,Taught in English
https://www.coursera.org/learn/sustainability,22 languages available,"158,285 already enrolled",25 assignments,Taught in English
https://www.coursera.org/learn/uva-darden-design-thinking-innovation,22 languages available,"445,538 already enrolled",1 assignment,Taught in English
https://www.coursera.org/learn/tesol-writing,24 languages available,"105,751 already enrolled",17 assignments,Taught in English
https://www.coursera.org/learn/attention-models-in-nlp,22 languages available,"79,053 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/medical-billing-coding-essentials,21 languages available,"22,854 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/costaccounting,21 languages available,"7,403 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/spacecraft-dynamics-control,21 languages available,"12,461 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/psychological-research,Not available,"3,931 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-cybersecurity-fundamentals,Not available,"35,440 already enrolled",1 assignment,Taught in English
https://www.coursera.org/specializations/business-entrepreneurship,24 languages available,"44,826 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/search-engine-optimization,22 languages available,"315,912 already enrolled",9 assignments,Taught in English
https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,21 languages available,"5,830 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/edinburgh-music-theory,22 languages available,"372,962 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/gemini-for-google-workspace,21 languages available,,Not available,Taught in English
https://www.coursera.org/specializations/microsoft-copilot-your-everyday-ai-companion,Not available,"1,747 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/sports-analytics,21 languages available,"15,044 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/reussir-le-changement,Not available,"51,981 already enrolled",20 assignments,Taught in French
https://www.coursera.org/learn/excellence-in-online-teaching,21 languages available,"4,707 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/django,22 languages available,"82,710 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,21 languages available,"21,907 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/advanced-statistics-data-science,22 languages available,"23,888 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-git-github,11 languages available,"293,450 already enrolled","14 quizzes, 2 assignments",Taught in English
https://www.coursera.org/learn/customer-relationship-management,Video subtitles available,"13,819 already enrolled",9 assignments,Taught in English
https://www.coursera.org/professional-certificates/mathworks-computer-vision-engineer,21 languages available,,Not available,Taught in English
https://www.coursera.org/learn/getting-started-with-google-sheets,Video subtitles available,"100,577 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/data-analytics-introduction,20 languages available,"62,587 already enrolled",19 assignments,Taught in English
https://www.coursera.org/learn/social-impact,22 languages available,"51,948 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/materials-science-for-technological-application,21 languages available,"2,603 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/tensorflow-data-and-deployment,22 languages available,"39,337 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/grammygo-building-your-audience-music-professionals,22 languages available,,Not available,Taught in English
https://www.coursera.org/specializations/patient-safety,21 languages available,"21,933 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/analise-de-dados-do-google,11 languages available,"2,468,706 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,Not available,"16,282 already enrolled",4 assignments,Taught in French
https://www.coursera.org/learn/learning-and-development,24 languages available,"28,642 already enrolled",16 assignments,Taught in English
https://www.coursera.org/learn/wharton-operations,22 languages available,"146,035 already enrolled","3 quizzes, 11 assignments",Taught in English
https://www.coursera.org/learn/genetics-evolution,22 languages available,"167,628 already enrolled",18 assignments,Taught in English
https://www.coursera.org/specializations/play-guitar,22 languages available,"35,474 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/applied-computational-fluid-dynamics,21 languages available,"16,812 already enrolled",45 assignments,Taught in English
https://www.coursera.org/professional-certificates/conception-ux-google,11 languages available,"1,105,689 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/shrm,Not available,,Not available,Taught in English
https://www.coursera.org/learn/ai-ethics,21 languages available,"14,198 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/bi-essentials-for-finance-professionals-powerbi,Not available,"2,293 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/advanced-react,20 languages available,"98,276 already enrolled",22 assignments,Taught in English
https://www.coursera.org/learn/introduction-to-events-management,Not available,"5,184 already enrolled",1 assignment,Taught in English
https://www.coursera.org/specializations/sustainablecities,21 languages available,"7,701 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/supply-chain-analytics,22 languages available,"38,487 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/what-is-compliance,22 languages available,"37,763 already enrolled",9 assignments,Taught in English
https://www.coursera.org/learn/launch-online-business,24 languages available,"126,330 already enrolled",16 assignments,Taught in English
https://www.coursera.org/professional-certificates/tally-bookkeeper,21 languages available,"15,080 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/fintech,22 languages available,"21,731 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/healthcare-analytics-essentials,Video subtitles available,"3,945 already enrolled","1 quiz, 16 assignments",Taught in English
https://www.coursera.org/learn/introduction-html-css-javascript,23 languages available,"36,849 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/adp-the-payroll-professional,Not available,"8,030 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,11 languages available,"44,655 already enrolled",22 quizzes,Taught in English
https://www.coursera.org/learn/bim-fundamentals,22 languages available,"94,680 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/medical-terminology-1,21 languages available,"34,864 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/pythonforcybersecurity,22 languages available,"19,104 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/climate-change-carbon-capture-and-storage,Not available,"4,888 already enrolled",26 assignments,Taught in English
https://www.coursera.org/learn/multivariate-calculus-machine-learning,22 languages available,"143,523 already enrolled",25 assignments,Taught in English
https://www.coursera.org/learn/clinical-terminology,22 languages available,"125,228 already enrolled",44 assignments,Taught in English
https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,22 languages available,"70,614 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/big-data-introduction,22 languages available,"326,165 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/international-criminal-law,22 languages available,"187,257 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/html-css-javascript-for-web-developers,22 languages available,"1,171,817 already enrolled",12 assignments,Taught in English
https://www.coursera.org/specializations/data-analytics-in-the-public-sector-with-r,21 languages available,"5,941 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/web3-blockchain-fundamentals,22 languages available,"9,731 already enrolled",5 assignments,Taught in English
https://www.coursera.org/projects/excel-for-beginners-pivot-tables,Not available,"18,832 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/marketing-strategy,22 languages available,"67,944 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion,21 languages available,"6,854 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,21 languages available,"19,540 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wine,22 languages available,"77,115 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/payroll-hr--management,Not available,"6,300 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/six-sigma-principles,22 languages available,"185,225 already enrolled",9 assignments,Taught in English
https://www.coursera.org/specializations/cybersecurity-risk-management-frameworks,21 languages available,"3,646 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/python-basics,22 languages available,"460,689 already enrolled",3 assignments,Taught in English
https://www.coursera.org/professional-certificates/ux-design-do-google,11 languages available,"1,105,689 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/advanced-grammar-punctuation,24 languages available,"82,471 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/child-development,24 languages available,"81,025 already enrolled",14 assignments,Taught in English
https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice,22 languages available,"28,169 already enrolled",15 assignments,Taught in English
https://www.coursera.org/professional-certificates/xbox-graphic-designer,Not available,,Not available,Taught in English
https://www.coursera.org/learn/excel-intermediate-1,22 languages available,"360,553 already enrolled",39 assignments,Taught in English
https://www.coursera.org/specializations/cortex-m-architecture-and-software-development,21 languages available,"4,774 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/bigquery-for-data-analysts,Not available,"5,182 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/estrategia-marketing-digital,Not available,"247,826 already enrolled",10 assignments,Taught in Portuguese (Brazil)
https://www.coursera.org/learn/sequence-models-in-nlp,22 languages available,"71,755 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/being-a-teacher,24 languages available,"80,029 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/tesol-technology,24 languages available,"49,781 already enrolled",16 assignments,Taught in English
https://www.coursera.org/professional-certificates/fractal-data-science,23 languages available,"6,060 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/game-design-and-development,22 languages available,"22,058 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/tesol-speaking,24 languages available,"82,141 already enrolled",17 assignments,Taught in English
https://www.coursera.org/learn/3d-cad-fundamental,Video subtitles available,"78,192 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,21 languages available,"22,326 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/life-with-adhd,Not available,"8,813 already enrolled",26 assignments,Taught in English
https://www.coursera.org/learn/personal-productivity-time-management-and-prioritization,Video subtitles available,"14,703 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/rust-programming,21 languages available,"6,188 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/business,22 languages available,"498,629 already enrolled",43 assignments,Taught in English
https://www.coursera.org/learn/linear-circuits-dcanalysis,22 languages available,"72,189 already enrolled",136 assignments,Taught in English
https://www.coursera.org/learn/narrative-economics,22 languages available,"34,621 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/project-management-tools-approaches-skills,21 languages available,"5,111 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/frontend,22 languages available,"1,940 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/introduction-to-learning-experience-design,Not available,"2,360 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-cloud,25 languages available,"358,661 already enrolled",17 assignments,Taught in English
https://www.coursera.org/specializations/principles-of-economics,3 languages available,"2,200 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/dino101,22 languages available,"79,061 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/health-behavior-change,22 languages available,"49,807 already enrolled",8 assignments,Taught in English
https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce-ua,11 languages available,"831,347 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/ai-business-future-of-work,22 languages available,"79,437 already enrolled",6 assignments,Taught in English
https://www.coursera.org/professional-certificates/cvshealth-retail-customer-service,24 languages available,"2,693 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/mba,22 languages available,"30,824 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/law-student,22 languages available,"170,508 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/sustainability-consulting,Not available,"2,109 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/liabilities-equity-in-accounting,24 languages available,"36,702 already enrolled",16 assignments,Taught in English
https://www.coursera.org/specializations/adapting-career-development,22 languages available,"10,077 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/change-management-generative-ai,9 languages available,"4,124 already enrolled",1 assignment,Taught in English
https://www.coursera.org/specializations/explainable-artificial-intelligence-xai,Not available,,Not available,Taught in English
https://www.coursera.org/learn/erasmus-econometrics,22 languages available,"188,459 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/data-collection,22 languages available,"20,733 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/google-advanced-data-analytics-capstone,11 languages available,"42,793 already enrolled",8 quizzes,Taught in English
https://www.coursera.org/learn/intro-self-driving-cars,22 languages available,"148,183 already enrolled",7 assignments,Taught in English
https://www.coursera.org/learn/google-cloud-java-spring,Not available,"110,643 already enrolled",2 assignments,Taught in English
https://www.coursera.org/specializations/personal-finance-fundamentals,21 languages available,"14,289 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/impacts-of-the-environment-on-global-public-health,21 languages available,"6,592 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-risk-management,22 languages available,"36,560 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/personal-branding-success,Not available,"8,259 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/circular-economy,22 languages available,"74,988 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/english-intermediate-b1,23 languages available,"2,675 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/introduction-to-data-analytics-in-google-cloud,Not available,"9,344 already enrolled",18 assignments,Taught in English
https://www.coursera.org/learn/teach-online,22 languages available,"188,894 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/thermodynamics-intro,22 languages available,"139,725 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/the-science-of-well-being-for-teens,22 languages available,"160,608 already enrolled",10 assignments,Taught in English
https://www.coursera.org/specializations/social-media-marketing-practice,24 languages available,"24,385 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/corp-sustainability,22 languages available,"51,165 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/technology-management,21 languages available,"2,371 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/hr-management-leadership,22 languages available,"49,662 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service,24 languages available,"7,694 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/eu-making-europe-work,21 languages available,"18,839 already enrolled",40 assignments,Taught in English
https://www.coursera.org/learn/fondamentaux-negociation,Not available,"40,289 already enrolled",7 assignments,Taught in French
https://www.coursera.org/learn/esg-and-climate-change,22 languages available,"15,444 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/navigating-generative-ai-for-leaders,22 languages available,"2,370 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/innovation-management,22 languages available,"117,731 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/financial-markets-global-fr,Video subtitles available,"8,799 already enrolled",25 assignments,Taught in French
https://www.coursera.org/specializations/introduction-computer-science-programming,24 languages available,"47,515 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/migrations-internationales,Not available,"10,417 already enrolled",7 assignments,Taught in French
https://www.coursera.org/learn/addiction-and-the-brain,22 languages available,"181,183 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/bcg-uva-darden-digital-transformation,22 languages available,"173,716 already enrolled",13 assignments,Taught in English
https://www.coursera.org/specializations/digital-signal-processing,22 languages available,"20,369 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/market-research-market-research,21 languages available,"6,639 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/machine-learning,22 languages available,"211,384 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-social-human-capital,22 languages available,"54,297 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/modern-world,22 languages available,"205,130 already enrolled",7 assignments,Taught in English
https://www.coursera.org/learn/precision-medicine,22 languages available,"32,798 already enrolled",59 assignments,Taught in English
https://www.coursera.org/learn/introduction-to-data-engineering,22 languages available,"165,613 already enrolled",21 assignments,Taught in English
https://www.coursera.org/learn/finance-for-non-financial-managers,22 languages available,"30,144 already enrolled",15 assignments,Taught in English
https://www.coursera.org/learn/snowflake-intro-app-developers-data-scientists-data-engineers,9 languages available,"6,388 already enrolled",27 assignments,Taught in English
https://www.coursera.org/learn/wharton-operations-analytics,22 languages available,"122,196 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/innovation-through-design,22 languages available,"161,059 already enrolled",8 assignments,Taught in English
https://www.coursera.org/learn/finding-your-professional-voice,22 languages available,"128,593 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/gender-analytics,21 languages available,"6,634 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/habilidades,Not available,"30,607 already enrolled",Not available,Taught in Spanish
https://www.coursera.org/specializations/linux-for-lfca-certification,22 languages available,"19,966 already enrolled",Not available,Taught in English
